Production ID,Production Date,Factory,Production Line,Shift,Machine ID,Machine Type,Operator ID,Product Category,Planned Production,Actual Production,Defective Units,Downtime (Minutes),Production Hours,Energy Consumption (kWh),Maintenance Cost ($),Unit Production Cost ($),Temperature (°C),Humidity (%),Quality Inspection Score
P00895,2025-04-04,Factory C,Line D,Afternoon,M116,Semi-Automatic,OP1062,Washing Machine,285,257,18,58.0,10,449,711.34,55.62,20.5,59,92.5
P00896,2025-02-04,Factory A,Line C,Afternoon,M130,Manual,OP1075,Washing Machine,381,396,26,25.0,10,352,2455.79,291.95,27.8,41,79.1
P00897,2025-03-03,Factory A,Line B,Morning,M124,Automatic,OP1006,Refrigerator,378,353,8,13.0,10,430,1981.29,418.44,31.7,48,61.6
P00898,2025-01-06,Factory A,Line C,Night,M118,Semi-Automatic,OP1056,Television,470,478,14,28.0,10,865,948.52,125.45,18.5,72,72.7
P00899,2025-07-16,Factory A,Line A,Morning,M106,Manual,OP1095,Air Conditioner,292,286,8,103.0,12,427,329.64,384.29,22.4,64,84.4
P00900,2025-05-24,Factory A,Line A,Morning,M120,Semi-Automatic,OP1075,Air Conditioner,268,255,12,57.0,9,537,340.88,59.85,32.2,63,66.0
P00901,2025-01-12,Factory C,Line C,Morning,M132,Semi-Automatic,OP1068,Washing Machine,376,343,10,2.0,12,819,1577.53,381.24,30.1,58,65.8
P00902,2025-03-28,Factory B,Line B,Morning,M121,Semi-Automatic,OP1052,Washing Machine,219,186,3,91.0,10,536,1010.67,398.04,37.2,78,97.4
P00903,2025-08-20,Factory C,Line A,Afternoon,M137,Semi-Automatic,OP1047,Microwave,304,311,0,62.0,12,1041,1168.79,205.26,26.7,57,69.1
P00904,2025-09-03,Factory A,Line B,Morning,M138,Manual,OP1067,Air Conditioner,367,349,16,103.0,9,1166,187.1,187.11,19.0,49,63.6
P00905,2025-11-12,Factory C,Line A,Afternoon,M106,Manual,OP1033,Microwave,261,265,4,37.0,9,1179,1146.15,395.18,21.7,61,72.5
P00906,2025-04-29,Factory A,Line A,Night,M112,Semi-Automatic,OP1071,Microwave,446,453,27,114.0,9,541,141.24,433.57,30.1,39,62.7
P00907,2025-04-02,Factory C,Line A,Afternoon,M136,Semi-Automatic,OP1093,Television,231,212,4,68.0,9,551,1988.58,163.33,21.4,52,80.5
P00908,2025-09-16,Factory A,Line D,Morning,M111,Automatic,OP1061,Television,190,141,2,30.0,10,887,1979.58,221.52,27.1,80,64.4
P00909,2025-11-24,Factory C,Line A,Morning,M125,Automatic,OP1001,Washing Machine,307,302,14,67.0,12,993,1910.22,258.88,32.5,68,78.7
P00910,2025-11-07,Factory C,Line D,Afternoon,M134,Semi-Automatic,OP1022,Air Conditioner,446,416,31,16.0,8,511,276.2,447.75,34.8,42,84.2
P00911,2025-07-12,Factory B,Line C,Morning,M121,Semi-Automatic,OP1026,Refrigerator,391,358,6,55.0,9,760,2176.47,360.97,33.0,76,91.8
P00912,2025-03-14,Factory A,Line B,Afternoon,M117,Semi-Automatic,OP1052,Microwave,382,366,22,59.0,10,509,1211.92,201.72,19.0,44,95.9
P00913,2025-07-11,Factory A,Line C,Afternoon,M125,Manual,OP1056,Refrigerator,231,209,9,45.0,12,341,2341.55,394.17,27.6,57,73.3
P00914,2025-03-26,Factory A,Line A,Morning,M136,Semi-Automatic,OP1008,Refrigerator,338,289,16,27.0,10,324,1176.06,166.97,30.3,57,84.9
P00915,2025-01-27,Factory C,Line A,Afternoon,M132,Semi-Automatic,OP1098,Air Conditioner,325,293,1,85.0,8,457,2339.07,185.62,31.2,63,89.3
P00916,2025-03-14,Factory A,Line A,Night,M125,Semi-Automatic,OP1051,Television,316,313,1,5.0,10,312,2388.54,107.66,29.4,61,92.0
P00917,2025-10-08,Factory C,Line C,Morning,M101,Automatic,OP1021,Refrigerator,257,218,8,93.0,12,1105,258.61,224.03,37.6,78,79.7
P00918,2025-06-25,Factory C,Line C,Afternoon,M117,Manual,OP1072,Air Conditioner,220,177,14,115.0,10,946,1695.86,248.85,31.4,80,83.6
P00919,2025-04-26,Factory A,Line D,Afternoon,M118,Semi-Automatic,OP1066,Washing Machine,322,306,15,92.0,12,352,2385.04,152.65,35.3,41,93.0
P00920,2025-04-23,Factory A,Line D,Morning,M107,Manual,OP1070,Air Conditioner,464,451,23,52.0,12,729,1459.77,152.11,22.8,74,79.2
P00921,2025-01-30,Factory B,Line D,Afternoon,M110,Semi-Automatic,OP1061,Refrigerator,213,188,10,120.0,10,421,839.22,231.77,38.0,60,83.5
P00922,2025-05-01,Factory B,Line B,Night,M111,Semi-Automatic,OP1021,Air Conditioner,387,347,10,75.0,12,1173,298.91,59.89,33.9,35,66.0
P00923,2025-02-17,Factory C,Line B,Morning,M101,Semi-Automatic,OP1023,Refrigerator,399,351,4,37.0,10,995,1745.59,376.37,25.1,71,63.5
P00924,2025-06-19,Factory A,Line A,Night,M106,Automatic,OP1079,Refrigerator,264,240,6,101.0,9,700,2078.06,233.4,23.3,53,84.6
P00925,2025-11-10,Factory B,Line B,Morning,M130,Manual,OP1034,Television,449,455,32,12.0,12,921,637.1,145.57,25.9,56,86.6
P00926,2025-07-03,Factory C,Line C,Afternoon,M126,Semi-Automatic,OP1031,Washing Machine,422,380,21,41.0,9,546,1207.09,323.87,18.7,38,83.5
P00927,2025-02-25,Factory B,Line B,Morning,M105,Semi-Automatic,OP1099,Washing Machine,240,237,10,74.0,9,1035,1255.83,199.2,36.6,77,97.7
P00928,2025-06-04,Factory C,Line B,Afternoon,M103,Semi-Automatic,OP1021,Microwave,462,402,12,44.0,8,350,175.31,387.55,23.0,46,92.5
P00929,2025-12-30,Factory B,Line D,Morning,M121,Manual,OP1091,Microwave,417,382,21,40.0,9,307,2186.02,94.78,23.0,40,79.5
P00930,2025-01-22,Factory A,Line B,Night,M139,Semi-Automatic,OP1036,Television,351,348,23,23.0,12,339,1950.06,293.4,32.2,74,74.9
P00931,2025-09-05,Factory C,Line B,Morning,M110,Semi-Automatic,OP1088,Air Conditioner,181,183,4,,12,841,2484.71,285.3,30.2,62,
P00932,2025-10-30,Factory C,Line C,Night,M130,Automatic,OP1037,Washing Machine,200,157,0,52.0,8,785,2090.93,202.33,27.3,73,82.9
P00933,2025-04-25,Factory B,Line C,Afternoon,M103,Automatic,OP1086,Air Conditioner,341,281,8,50.0,10,304,1373.78,42.23,37.0,63,69.6
P00934,2025-01-25,Factory A,Line C,Night,M135,Semi-Automatic,OP1003,Air Conditioner,181,141,11,101.0,10,1087,1540.59,46.76,37.8,48,81.4
P00935,2025-03-01,Factory A,Line D,Night,M122,Automatic,OP1070,Television,462,441,0,87.0,12,381,889.06,129.38,27.6,41,65.2
P00936,2025-12-03,Factory B,Line C,Afternoon,M111,Semi-Automatic,OP1027,Television,312,306,11,12.0,10,616,2494.92,318.91,30.8,39,99.3
P00937,2025-05-03,Factory A,Line C,Morning,M108,Semi-Automatic,OP1044,Refrigerator,242,257,16,98.0,12,823,393.03,308.9,23.6,40,74.3
P00938,2025-04-01,Factory B,Line B,Night,M117,Manual,OP1003,Air Conditioner,227,197,2,8.0,9,449,921.04,246.89,31.8,47,79.1
P00939,2025-06-24,Factory B,Line D,Morning,M133,Semi-Automatic,OP1028,Television,359,371,6,79.0,12,1092,1507.25,321.38,37.5,82,69.1
P00940,2025-08-23,Factory B,Line C,Night,M124,Automatic,OP1006,Refrigerator,433,377,14,24.0,8,884,953.01,444.76,36.7,76,73.5
P00941,2025-08-26,Factory A,Line B,Morning,M139,Manual,OP1072,Refrigerator,183,158,9,17.0,12,806,1428.6,259.43,33.2,42,85.0
P00942,2025-05-06,Factory B,Line D,Afternoon,M103,Automatic,OP1008,Washing Machine,196,171,10,17.0,10,1135,1010.99,90.04,24.8,61,99.3
P00943,2025-02-08,Factory B,Line C,Night,M120,Semi-Automatic,OP1003,Refrigerator,451,420,18,41.0,9,1028,323.38,83.41,28.5,73,94.1
P00944,2025-02-18,Factory B,Line C,Afternoon,M108,Automatic,OP1074,Television,365,366,18,102.0,8,537,217.79,157.38,33.2,83,81.7
P00945,2025-10-23,Factory C,Line C,Night,M120,Automatic,OP1052,Refrigerator,220,165,4,117.0,12,395,1678.95,139.35,19.0,39,63.8
P00946,2025-02-24,Factory B,Line A,Afternoon,M124,Semi-Automatic,OP1070,Refrigerator,481,496,16,20.0,9,383,901.75,103.68,36.4,79,94.7
P00947,2025-04-22,Factory C,Line B,Morning,M133,Automatic,OP1053,Refrigerator,188,143,10,66.0,10,890,2007.19,354.91,21.8,70,69.5
P00948,2025-11-10,Factory C,Line D,Morning,M134,Semi-Automatic,OP1045,Television,400,388,25,75.0,12,892,790.39,130.84,35.1,42,88.3
P00949,2025-01-01,Factory A,Line D,Night,M113,Manual,OP1033,Television,310,262,18,23.0,8,987,697.07,327.2,22.6,50,89.8
P00950,2025-03-10,Factory A,Line C,Morning,M137,Automatic,OP1084,Television,216,181,11,14.0,8,723,356.69,112.69,20.9,81,85.9
P00951,2025-06-16,Factory B,Line D,Night,M134,Manual,OP1036,Microwave,243,211,6,109.0,9,511,1034.11,104.9,31.3,77,69.7
P00952,2025-08-12,Factory A,Line C,Morning,M128,Semi-Automatic,OP1021,Refrigerator,430,410,3,95.0,12,836,793.77,200.7,35.6,44,71.3
P00953,2025-01-08,Factory B,Line A,Night,M130,Semi-Automatic,OP1039,Television,270,231,14,25.0,10,1159,1244.4,191.0,21.2,49,77.5
P00954,2025-05-01,Factory C,Line D,Afternoon,M115,Manual,OP1066,Television,248,261,3,34.0,10,834,711.55,67.0,35.2,68,92.0
P00955,2025-02-02,Factory C,Line A,Morning,M119,Semi-Automatic,OP1032,Air Conditioner,386,399,11,80.0,12,841,108.09,432.41,24.5,79,90.8
P00956,2025-06-24,Factory A,Line D,Morning,M112,Automatic,OP1094,Washing Machine,394,337,23,97.0,12,557,1770.46,140.58,22.0,60,86.8
P00957,2025-10-16,Factory B,Line A,Afternoon,M131,Manual,OP1026,Television,488,431,20,5.0,10,665,1231.32,127.5,24.7,49,77.2
P00958,2025-12-20,Factory A,Line A,Night,M109,Automatic,OP1053,Refrigerator,467,480,13,59.0,12,847,2490.29,55.86,31.6,70,77.7
P00959,2025-04-20,Factory A,Line C,Morning,M103,Semi-Automatic,OP1002,Air Conditioner,249,236,13,15.0,10,958,1512.7,216.18,22.2,56,96.9
P00960,2025-02-17,Factory B,Line B,Morning,M131,Manual,OP1036,Air Conditioner,493,493,10,84.0,8,1162,1274.92,446.71,33.9,56,64.0
P00961,2025-04-28,Factory C,Line C,Morning,M128,Manual,OP1045,Washing Machine,437,378,24,57.0,9,327,1873.36,441.8,29.4,77,71.0
P00962,2025-04-30,Factory C,Line A,Night,M112,Automatic,OP1027,Television,268,263,4,37.0,12,362,1687.99,120.89,20.7,42,89.0
P00963,2025-11-18,Factory B,Line D,Morning,M105,Automatic,OP1061,Microwave,284,253,0,21.0,10,335,1379.27,315.89,35.9,41,63.4
P00964,2025-02-07,Factory A,Line D,Morning,M128,Automatic,OP1090,Television,260,248,8,91.0,10,763,477.75,448.82,28.7,71,68.6
P00965,2025-03-30,Factory C,Line D,Afternoon,M121,Semi-Automatic,OP1078,Television,409,370,29,93.0,8,500,1073.96,184.6,28.7,40,95.0
P00966,2025-01-28,Factory A,Line A,Night,M131,Semi-Automatic,OP1084,Air Conditioner,239,238,4,6.0,9,851,2201.92,364.55,22.8,38,80.3
P00967,2025-02-07,Factory A,Line A,Afternoon,M134,Manual,OP1012,Washing Machine,490,436,16,42.0,9,1147,527.94,206.78,35.0,48,65.6
P00968,2025-09-23,Factory A,Line D,Morning,M128,Manual,OP1082,Air Conditioner,292,296,2,94.0,10,771,495.12,142.43,34.9,36,61.3
P00969,2025-12-07,Factory C,Line A,Night,M102,Automatic,OP1042,Television,185,197,2,10.0,9,792,2387.41,66.76,33.7,69,85.9
P00970,2025-03-18,Factory B,Line C,Afternoon,M108,Manual,OP1083,Washing Machine,209,221,9,33.0,9,387,1409.86,87.88,31.4,69,79.1
P00971,2025-02-09,Factory A,Line B,Afternoon,M133,Manual,OP1006,Washing Machine,431,380,12,60.0,8,819,1143.26,36.16,30.0,35,86.5
P00972,2025-06-26,Factory C,Line C,Morning,M124,Manual,OP1067,Washing Machine,305,272,16,19.0,12,686,1451.2,125.22,21.0,52,80.5
P00973,2025-12-05,Factory A,Line C,Afternoon,M111,Manual,OP1049,Refrigerator,344,312,17,91.0,8,940,1227.45,197.86,22.8,73,94.2
P00974,2025-11-13,Factory B,Line A,Night,M134,Automatic,OP1017,Refrigerator,465,422,3,34.0,8,425,2176.6,132.45,28.6,70,96.6
P00975,2025-11-17,Factory C,Line C,Night,M112,Manual,OP1061,Microwave,182,164,3,66.0,9,687,1823.64,104.77,31.0,60,70.7
P00976,2025-03-14,Factory C,Line D,Night,M119,Manual,OP1022,Air Conditioner,259,266,18,82.0,10,717,814.21,33.8,35.6,83,88.7
P00977,2025-08-09,Factory A,Line A,Afternoon,M117,Automatic,OP1060,Refrigerator,368,316,12,37.0,12,460,951.22,343.87,33.2,37,67.5
P00978,2025-06-24,Factory C,Line B,Afternoon,M113,Manual,OP1003,Refrigerator,297,265,15,48.0,10,721,2001.03,391.81,28.3,68,80.2
P00979,2025-02-25,Factory B,Line B,Night,M133,Manual,OP1023,Washing Machine,191,178,5,92.0,9,776,1564.23,321.31,31.5,56,61.5
P00980,2025-05-03,Factory A,Line B,Morning,M123,Automatic,OP1068,Washing Machine,209,187,9,40.0,8,704,1848.28,367.85,34.1,40,63.8
P00981,2025-09-27,Factory B,Line A,Night,M104,Manual,OP1026,Television,487,444,5,80.0,9,804,620.28,197.12,24.5,49,61.6
P00982,2025-02-09,Factory A,Line D,Afternoon,M125,Automatic,OP1060,Air Conditioner,388,399,26,99.0,8,310,2287.63,113.7,18.5,36,83.4
P00983,2025-02-27,Factory C,Line B,Night,M134,Automatic,OP1032,Microwave,351,313,10,60.0,12,570,1850.23,374.79,29.9,81,96.3
P00984,2025-07-20,Factory B,Line C,Morning,M104,Automatic,OP1040,Air Conditioner,181,169,1,103.0,8,1191,1362.31,353.04,23.7,69,71.7
P00985,2025-09-29,Factory B,Line C,Morning,M138,Automatic,OP1097,Microwave,298,263,6,21.0,9,520,1555.76,239.99,19.5,63,71.0
P00986,2025-02-09,Factory A,Line C,Morning,M119,Automatic,OP1067,Air Conditioner,352,314,13,120.0,8,1149,980.41,34.03,33.8,50,79.7
P00987,2025-08-11,Factory C,Line A,Night,M107,Automatic,OP1096,Television,382,343,13,99.0,8,343,2365.24,396.8,19.1,48,74.5
P00988,2025-01-14,Factory B,Line B,Night,M130,Automatic,OP1042,Television,383,387,3,22.0,9,560,2253.98,176.21,34.3,67,82.0
P00989,2025-02-25,Factory B,Line D,Afternoon,M136,Manual,OP1019,Air Conditioner,403,345,6,67.0,10,597,1899.19,42.15,22.8,70,60.2
P00990,2025-04-10,Factory B,Line C,Morning,M131,Manual,OP1071,Air Conditioner,450,408,8,52.0,8,517,660.99,184.08,32.5,38,64.1
P00991,2025-12-20,Factory C,Line A,Night,M104,Manual,OP1048,Air Conditioner,369,327,18,90.0,8,1122,794.44,268.99,36.7,80,99.8
P00992,2025-03-26,Factory B,Line D,Night,M137,Semi-Automatic,OP1100,Washing Machine,310,251,17,82.0,12,391,2233.96,150.61,28.7,58,83.2
P00993,2025-03-17,Factory B,Line A,Afternoon,M102,Manual,OP1040,Air Conditioner,471,455,12,22.0,9,410,543.89,356.64,34.4,53,91.2
P00994,2025-10-16,Factory C,Line A,Afternoon,M140,Manual,OP1003,Air Conditioner,400,364,15,19.0,12,955,382.52,349.61,37.4,36,85.7
P00995,2025-06-08,Factory C,Line B,Night,M139,Automatic,OP1042,Air Conditioner,269,257,11,83.0,9,832,432.46,406.25,33.1,53,93.1
P00996,2025-12-06,Factory A,Line B,Night,M137,Manual,OP1056,Washing Machine,356,319,0,70.0,9,715,1517.23,177.46,31.5,62,86.4
P00997,2025-07-15,Factory C,Line D,Afternoon,M127,Manual,OP1010,Television,227,172,0,71.0,12,1128,1122.29,310.6,31.7,44,90.7
P00998,2025-10-20,Factory B,Line A,Afternoon,M113,Semi-Automatic,OP1052,Air Conditioner,450,425,9,30.0,10,1170,1321.68,291.07,18.8,36,93.3
P00999,2025-04-25,Factory A,Line A,Night,M133,Semi-Automatic,OP1077,Microwave,264,218,12,8.0,8,419,2100.9,349.38,28.1,39,63.2
P01000,2025-01-14,Factory A,Line A,Afternoon,M134,Automatic,OP1079,Washing Machine,278,251,2,37.0,8,1178,1870.55,48.09,26.2,46,94.5
